Ensemble	H112	H122	H132	H111	H121	H131	H211	H221	H231	H212	H222	H232	H113	H123	H133	H213	H223	H233
ENSG00000199066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199069	0	0	0	0	2	2	1	2	0	0	1	1	6	0	0	0	1	1
ENSG00000199071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199072	3	0	2	4	1	0	0	1	0	3	0	0	16	0	0	4	0	0
ENSG00000199075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199077	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199082	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199088	0	1	2	0	2	4	2	1	2	0	4	2	1	0	0	0	0	1
ENSG00000199090	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
ENSG00000199092	4	6	7	9	10	4	5	2	4	13	4	6	14	3	0	6	0	10
ENSG00000199094	0	0	0	0	1	0	0	0	0	0	0	1	4	1	0	0	0	0
ENSG00000199095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199102	0	0	0	1	1	0	0	0	0	0	2	1	3	0	0	0	1	0
ENSG00000199104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199107	9	6	9	4	2	6	5	3	8	6	5	8	15	2	0	9	4	5
ENSG00000199109	1	0	2	0	1	2	1	0	2	1	1	2	5	0	0	1	0	0
ENSG00000199121	7	0	0	2	3	1	3	9	1	5	0	2	17	1	0	0	2	0
ENSG00000199122	0	2	2	2	0	1	0	1	0	0	0	1	4	0	0	0	0	0
ENSG00000199127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199130	0	2	0	2	2	1	0	0	0	1	0	1	3	0	0	0	0	0
ENSG00000199132	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000199133	6	2	1	8	2	0	0	0	0	5	1	0	20	0	0	1	2	2
ENSG00000199135	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000199143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199145	1	0	0	0	1	0	1	1	0	0	1	0	3	1	0	0	1	2
ENSG00000199150	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199151	0	8	4	1	5	3	0	3	2	0	1	2	1	1	0	0	2	6
ENSG00000199153	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000199161	0	0	0	0	0	2	0	4	0	0	3	3	1	0	0	0	0	0
ENSG00000199165	3	4	0	2	2	0	1	0	0	4	0	1	12	2	0	0	2	1
ENSG00000199168	2	0	0	6	0	0	0	0	1	0	0	0	5	1	0	2	1	2
ENSG00000199169	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	0	2
ENSG00000199172	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	1
ENSG00000199177	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000199179	4	4	2	7	2	2	2	2	1	7	2	0	11	3	1	1	1	0
ENSG00000199187	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199197	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199200	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199201	0	0	0	0	3	0	0	4	1	0	0	1	0	1	0	0	0	3
ENSG00000199202	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199217	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199218	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199219	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199226	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000199231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199237	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0
ENSG00000199240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199245	0	3	0	0	0	0	0	2	4	0	1	1	0	2	0	0	2	1
ENSG00000199246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199248	0	0	1	0	2	0	0	0	0	2	2	0	0	0	0	0	0	1
ENSG00000199251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199260	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199266	3	7	5	4	13	1	1	10	7	3	9	6	5	7	0	2	7	11
ENSG00000199270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199276	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000199279	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000199282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199283	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199285	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000199286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199290	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199291	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199301	1	0	1	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000199303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199306	0	2	1	0	2	0	0	2	2	0	1	1	5	4	0	0	4	1
ENSG00000199308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199311	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000199313	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199325	1	1	0	1	0	1	1	2	1	1	0	0	2	1	0	0	0	1
ENSG00000199326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199327	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199331	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000199332	5	6	0	4	10	0	1	5	2	2	3	2	10	6	0	0	2	0
ENSG00000199334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199335	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199347	279	94	146	129	235	28	220	597	294	181	519	64	975	35	11	90	348	160
ENSG00000199348	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000199349	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000199350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199357	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
ENSG00000199360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199362	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199366	4	0	1	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0
ENSG00000199368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199370	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199377	48	9	6	26	13	1	3	5	12	6	10	2	151	7	0	2	5	2
ENSG00000199378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199381	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	1
ENSG00000199385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199390	7	11	7	6	12	14	13	10	21	16	7	14	49	10	0	15	7	7
ENSG00000199392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199394	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199395	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199398	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199400	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199405	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000199407	0	0	0	1	2	0	0	2	0	0	0	0	1	1	0	0	0	0
ENSG00000199409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199411	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199415	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2
ENSG00000199420	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000199422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199436	4	13	8	7	16	2	6	16	20	5	20	8	23	7	0	5	12	11
ENSG00000199440	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199444	0	0	1	0	0	0	0	1	6	0	1	6	0	2	0	0	0	7
ENSG00000199446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199448	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199453	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199458	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
ENSG00000199459	4	4	0	6	1	0	2	6	2	0	4	1	20	3	0	1	0	2
ENSG00000199460	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199466	1	2	3	1	2	1	0	3	0	1	0	1	1	4	0	0	2	1
ENSG00000199468	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000199469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199470	0	0	0	0	2	0	0	0	0	0	3	2	0	2	0	0	0	0
ENSG00000199471	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000199472	1	1	0	1	2	0	0	1	0	0	0	0	5	2	0	1	1	0
ENSG00000199473	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199476	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199477	0	3	3	1	2	3	0	4	2	10	9	0	9	4	1	0	1	4
ENSG00000199480	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1
ENSG00000199482	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0
ENSG00000199483	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199487	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199488	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4
ENSG00000199489	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1
ENSG00000199490	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000199492	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199497	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199509	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199512	0	2	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0
ENSG00000199514	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199520	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000199523	0	0	0	1	0	0	0	1	2	0	0	2	0	0	0	1	0	0
ENSG00000199525	0	0	0	0	0	0	3	0	0	0	1	0	5	0	0	0	0	0
ENSG00000199529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199530	0	1	0	0	2	0	0	8	0	0	4	0	0	1	0	0	0	0
ENSG00000199535	3	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199536	1	1	0	0	1	1	0	1	0	0	4	0	3	1	0	0	1	0
ENSG00000199540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199545	2	3	1	2	1	1	1	4	0	5	2	0	7	1	0	3	3	0
ENSG00000199546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199550	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
ENSG00000199551	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199552	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0
ENSG00000199556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199562	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	1
ENSG00000199564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199565	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199567	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
ENSG00000199568	438	76	114	158	204	29	495	717	253	351	634	33	1439	21	15	155	319	113
ENSG00000199570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199571	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199572	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199575	39	43	35	32	48	58	26	30	59	42	28	50	71	46	4	37	31	51
ENSG00000199577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199591	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000199592	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
ENSG00000199593	19	51	50	8	52	51	15	46	86	27	33	52	36	28	1	11	14	59
ENSG00000199594	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	0	0
ENSG00000199595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199598	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2
ENSG00000199601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000199605	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4
ENSG00000199609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199627	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	2	0	0
ENSG00000199629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199630	0	0	0	0	0	0	1	0	0	0	1	2	2	0	0	0	0	0
ENSG00000199631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199638	0	3	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0
ENSG00000199640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199643	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199646	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199664	1	2	1	0	4	0	0	1	0	1	1	1	0	1	0	2	1	0
ENSG00000199666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199667	0	1	0	0	1	3	0	2	0	0	1	0	1	0	0	0	0	0
ENSG00000199668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199672	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000199673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199674	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1
ENSG00000199676	1	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	0	0
ENSG00000199677	0	0	3	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0
ENSG00000199683	0	1	0	0	1	0	0	5	4	0	6	0	1	0	0	0	4	0
ENSG00000199687	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199691	1	0	0	1	0	0	0	1	2	1	1	0	9	0	0	0	0	0
ENSG00000199695	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000199697	3	0	3	2	0	1	0	0	0	2	0	0	4	0	0	0	1	0
ENSG00000199698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199700	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000199701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199709	4	1	0	0	1	1	1	0	0	0	0	0	4	0	0	0	0	0
ENSG00000199710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199712	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	2	0
ENSG00000199713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199715	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199716	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199719	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000199727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199730	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199731	2	0	0	0	1	0	0	5	0	1	0	0	2	0	0	0	1	0
ENSG00000199732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199735	0	0	5	0	0	5	0	0	2	0	0	4	0	0	0	0	0	2
ENSG00000199739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199740	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199751	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0
ENSG00000199753	21	64	14	24	67	10	17	59	58	21	47	35	104	50	0	11	36	45
ENSG00000199755	0	1	1	0	0	1	0	0	3	0	0	3	7	1	0	0	1	3
ENSG00000199756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199771	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199773	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199781	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0
ENSG00000199782	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000199783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199787	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000199788	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0
ENSG00000199790	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199791	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000199798	3	2	1	0	1	4	2	0	11	3	3	10	9	0	0	2	2	8
ENSG00000199801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199803	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199804	3	0	0	1	0	0	0	0	0	0	2	0	6	0	0	0	0	0
ENSG00000199805	0	0	0	1	1	0	0	4	0	1	2	0	2	0	0	0	2	0
ENSG00000199806	1	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0
ENSG00000199809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
